artist_names,track_name,duration,source,mode,time_signature,key,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,target
Drake,Screw The World - Interlude,1.8682166666666666,OVO/Republic,Major,4,1.0,0.823,0.642,0.258,0.0644,0.714,0.105,0.629,-5.922,146.781,1
Ella Mai,Boo'd Up,4.267733333333333,10 Summers / Interscope PS,Minor,4,10.0,0.561,0.779,0.0531,0.0862,0.0,0.078,0.235,-5.107,81.965,0
"Ed Sheeran, Eminem, 50 Cent",Remember The Name (feat. Eminem & 50 Cent),3.462666666666667,Atlantic Records UK,Minor,4,11.0,0.852,0.666,0.184,0.135,0.0,0.798,0.726,-6.923,91.046,0
"Blue Ivy, SAINt JHN, Beyoncé, Wizkid",BROWN SKIN GIRL,4.1412,Parkwood Entertainment/Columbia,Major,5,6.0,0.603,0.602,0.23,0.049,0.0,0.279,0.595,-7.083,119.703,0
Miley Cyrus,Younger Now,4.146366666666666,RCA Records Label,Major,4,9.0,0.551,0.869,0.0606,0.00124,3.03e-05,0.164,0.297,-5.043,121.91,1
"Metro Boomin, Future, Lil Uzi Vert","All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)",4.0873333333333335,Republic Records,Minor,4,9.0,0.774,0.549,0.154,0.178,0.00151,0.22,0.28,-7.297,135.016,0
Bruno Mars,When I Was Your Man,3.5637833333333333,Atlantic Records,Major,4,0.0,0.601,0.271,0.0403,0.937,0.0,0.144,0.411,-8.688,145.494,1
"The Chainsmokers, XYLØ",Setting Fires,4.123783333333333,Disruptor Records/Columbia,Minor,4,8.0,0.626,0.717,0.0375,0.017,0.0,0.261,0.56,-5.751,105.039,0
KAROL G,S91,2.8834166666666667,Bichota/Interscope Records,Minor,4,0.0,0.644,0.711,0.377,0.632,1.91e-05,0.0898,0.381,-4.934,128.225,1
Masked Wolf,Astronaut In The Ocean,2.213,Elektra (NEK),Minor,4,4.0,0.778,0.695,0.0913,0.175,0.0,0.15,0.472,-6.865,149.996,1
Sebastian Yatra,Tacones Rojos,3.1553333333333335,UMLE - Latino,Minor,4,11.0,0.748,0.856,0.0348,0.0824,0.0,0.142,0.927,-3.517,123.031,0
"Tyler, The Creator",LUMBERJACK,2.3052,Columbia,Major,4,9.0,0.386,0.762,0.564,0.122,0.0,0.527,0.433,-6.341,170.691,1
"DJ Khaled, SZA",Just Us (feat. SZA),3.68965,Epic/We The Best,Minor,4,9.0,0.639,0.859,0.147,0.135,0.0,0.129,0.566,-2.758,93.132,0
"La Pantera, Quevedo, Juseph, Abhir Hathi, Bejo, Cruz Cafuné, EL IMA","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",6.885183333333333,La Pantera,Minor,4,5.0,0.672,0.745,0.3,0.438,9.29e-06,0.0699,0.739,-5.269,173.974,1
Bonez MC,Roadrunner,2.4838,187 Strassenbande,Major,4,7.0,0.795,0.607,0.23,0.128,0.19,0.111,0.25,-9.04,99.012,0
Dua Lipa,Want To,3.534,Warner Records,Minor,4,8.0,0.572,0.691,0.123,0.0788,0.000132,0.0593,0.318,-4.783,92.082,0
"Lil Wayne, Travis Scott",Let It Fly (feat. Travis Scott),3.114533333333333,"Young Money Records, Inc.",Major,4,1.0,0.902,0.819,0.316,0.041,0.0,0.106,0.745,-3.321,89.0,0
Feid,CHORRITO PA LAS ANIMAS,2.802216666666667,UMLE - Latino,Minor,4,8.0,0.743,0.831,0.0584,0.114,6.43e-05,0.35,0.609,-4.042,95.975,0
King Princess,1950,3.7522166666666665,"Zelig Records, LLC./Columbia Records",Major,4,4.0,0.6,0.535,0.107,0.648,4.7e-06,0.162,0.269,-7.043,71.912,0
Imagine Dragons,Believer,3.4057833333333334,Kid Ina Korner / Interscope,Minor,4,10.0,0.779,0.787,0.108,0.0524,0.0,0.14,0.708,-4.305,124.982,0
"Cardi B, YG",She Bad,3.8492166666666665,Atlantic/KSR,Major,4,10.0,0.791,0.504,0.266,0.0183,0.0,0.0963,0.355,-7.864,159.949,1
Astrid S,Think Before I Talk,3.0818166666666666,Universal Music AS,Major,4,5.0,0.775,0.597,0.159,0.36,0.0,0.156,0.537,-5.666,122.069,0
"Macklemore, Skylar Grey",Glorious (feat. Skylar Grey),3.6742333333333335,Bendo LLC,Minor,4,0.0,0.731,0.794,0.0522,0.0323,2.59e-05,0.112,0.356,-5.126,139.994,1
"SZA, Doja Cat",Kill Bill (feat. Doja Cat),2.930616666666667,Top Dawg Entertainment/RCA Records,Minor,4,5.0,0.629,0.744,0.0409,0.0769,0.247,0.194,0.451,-6.124,89.021,0
Doja Cat,Naked,3.726,Kemosabe Records/RCA Records,Major,4,7.0,0.733,0.862,0.197,0.374,0.00247,0.131,0.536,-5.736,111.076,0
"Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Vishal Dadlani, Shekhar Ravjiani, Kumaar","Besharam Rang (From ""Pathaan"")",4.3079,YRF Music,Minor,4,8.0,0.773,0.795,0.0412,0.0587,0.00237,0.154,0.649,-5.537,115.997,0
"Boomdabash, Alessandra Amoroso",Karaoke,2.608216666666667,Universal Music Italia srL.,Major,4,1.0,0.929,0.625,0.14,0.289,1.2e-06,0.386,0.578,-5.728,122.03,0
Logic,Yuck,2.8948833333333335,Def Jam Recordings,Minor,4,11.0,0.619,0.798,0.381,0.168,0.0,0.17,0.71,-5.517,156.151,1
"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),3.1014666666666666,Selena Gomez Latin Project,Major,4,5.0,0.824,0.545,0.0699,0.0221,0.00375,0.097,0.683,-7.127,149.912,1
Sam Smith,Pray,3.6932666666666667,Capitol,Minor,3,4.0,0.381,0.379,0.0501,0.292,2.79e-06,0.0864,0.153,-9.36,175.067,1
"Bausa, Apache 207",Madonna,3.2622333333333335,WM Germany,Minor,4,11.0,0.806,0.565,0.113,0.47,0.0,0.0824,0.311,-8.96,116.963,0
Pharrell Williams,Just A Cloud Away,2.934633333333333,Columbia,Major,3,2.0,0.89,0.46,0.0359,0.432,0.0,0.11,0.677,-8.155,112.555,0
Jorja Smith,I Am,3.4793333333333334,Black Panther (TDE/DMG) PS,Minor,4,8.0,0.601,0.583,0.263,0.144,9.73e-05,0.183,0.32,-5.725,148.785,1
Taylor Swift,Girl At Home (Taylor's Version),3.675333333333333,Taylor Swift,Major,4,5.0,0.691,0.736,0.0326,0.00955,1.88e-05,0.101,0.612,-6.974,125.089,0
"KAROL G, Shakira",TQG,3.324,Universal Music Latino,Minor,4,4.0,0.72,0.63,0.277,0.673,0.0,0.0936,0.607,-3.547,179.974,1
"Lil Tecca, Juice WRLD",Ransom (with Juice WRLD) - Remix,2.8537833333333333,Republic Records,Minor,4,2.0,0.493,0.665,0.366,0.0107,0.0,0.0762,0.385,-6.427,179.982,1
Jonas Brothers,Only Human,3.05,Jonas Brothers Recording,Major,4,0.0,0.795,0.496,0.0722,0.108,0.0,0.0645,0.874,-5.883,94.01,0
"Lil Peep, XXXTENTACION",Falling Down - Bonus Track,3.2733333333333334,Columbia,Minor,4,4.0,0.669,0.574,0.0286,0.0175,0.00294,0.146,0.273,-6.442,120.013,0
Shawn Mendes,Nervous,2.7357833333333335,Island Records,Major,4,0.0,0.841,0.622,0.0756,0.041,0.0,0.126,0.738,-6.763,121.988,0
"DJ Patrick Muniz, Dj Olliver, Mc Topre, Mc Rennan","Trava na Pose, Chama no Zoom, Da um Close (feat. Mc Rennan)",3.5711666666666666,Tratto Entretenimentos,Minor,4,9.0,0.863,0.701,0.212,0.63,0.000583,0.276,0.769,-5.038,129.911,0
Adele,Love In The Dark,4.765583333333334,XL Recordings,Minor,4,9.0,0.331,0.341,0.0309,0.528,0.0,0.109,0.152,-6.057,109.821,0
"Bad Bunny, The Marías",Otro Atardecer,4.074066666666667,Rimas Entertainment LLC,Major,4,2.0,0.777,0.595,0.0375,0.59,0.00139,0.0669,0.546,-6.79,108.02,0
Ed Sheeran,Afterglow,3.09145,Atlantic Records UK,Major,4,11.0,0.641,0.324,0.0299,0.698,0.0,0.328,0.273,-5.851,110.184,0
The Carters,APESHIT,4.4142166666666665,Parkwood Entertainment/Roc Nation,Major,4,2.0,0.705,0.784,0.271,0.0133,0.0,0.168,0.377,-6.477,160.035,1
"Dynoro, Gigi D'Agostino",In My Mind,3.076,Columbia/B1 Recordings,Major,4,6.0,0.694,0.77,0.149,0.176,1.1e-05,0.118,0.163,-5.335,125.905,0
"Luciano, Samra",Ya Salame,2.8366666666666664,Urban,Minor,4,1.0,0.714,0.817,0.435,0.275,0.0,0.14,0.408,-3.987,174.1,1
MC G15,Deu Onda,2.40065,GR6 Music,Minor,4,0.0,0.931,0.604,0.0573,0.456,0.0,0.0488,0.864,-1.41,129.926,0
BTS,I'm Fine,4.00565,BIGHIT MUSIC,Minor,4,11.0,0.51,0.842,0.103,0.00852,0.0,0.346,0.302,-2.782,87.605,0
"Romeo Santos, Daddy Yankee, Nicky Jam",Bella y Sensual,3.4116833333333334,Sony Music Latin,Major,4,11.0,0.635,0.713,0.0937,0.228,0.0,0.0506,0.749,-6.909,179.864,1
"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),3.8708833333333335,Universal Music Latino/ NEON16,Minor,4,6.0,0.571,0.693,0.0545,0.00536,0.0,0.173,0.393,-8.234,168.169,1
"SAIKO, Quevedo, Feid, Mora",POLARIS - Remix,4.8,2023 Rimas Entertainment LLC.,Minor,4,8.0,0.623,0.799,0.0713,0.153,0.0,0.365,0.552,-4.152,169.901,1
"Selena Gomez, Camilo",999 (with Camilo),3.7361333333333335,Interscope Records,Major,4,1.0,0.781,0.748,0.242,0.105,0.0,0.156,0.788,-4.604,149.819,1
"6ix9ine, Kanye West",KANGA (feat. Kanye West),2.2055166666666666,"ScumGang Records / TenThousand Projects, LLC",Major,4,1.0,0.901,0.598,0.17,0.0192,0.0,0.0791,0.355,-6.934,117.9,0
Lil Nas X,Old Town Road,1.8833333333333333,Columbia,Major,4,1.0,0.907,0.53,0.127,0.0578,2.23e-06,0.101,0.507,-6.112,135.998,0
"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",Watch This - ARIZONATEARS Pluggnb Remix,2.7189833333333335,sped up nightcore,Minor,4,11.0,0.686,0.897,0.0386,0.0103,0.103,0.153,0.355,-7.18,129.975,1
Coldplay,A Sky Full of Stars,4.46445,Parlophone UK,Major,4,6.0,0.545,0.675,0.0279,0.00617,0.00197,0.209,0.162,-6.474,124.97,1
"Doja Cat, Ariana Grande",I Don't Do Drugs (feat. Ariana Grande),3.148216666666667,Kemosabe Records/RCA Records,Major,4,5.0,0.683,0.615,0.0966,0.222,8.25e-06,0.154,0.45,-5.737,77.014,0
"Kodak Black, Offset, Travis Scott",ZEZE (feat. Travis Scott & Offset),3.812666666666667,Atlantic Records,Minor,4,8.0,0.861,0.603,0.176,0.0521,0.0,0.0924,0.504,-5.788,98.043,0
Billie Eilish,GOLDWING,2.5256166666666666,Darkroom/Interscope Records,Minor,4,5.0,0.654,0.303,0.126,0.755,0.159,0.0957,0.168,-13.943,160.095,1
"Tito Double P, Joel De La P, Luis R Conriquez",DEMBOW BÉLICO,2.1087166666666666,Double P Records,Major,4,2.0,0.881,0.551,0.123,0.0205,0.16,0.19,0.196,-6.41,119.951,0
Bad Bunny,BYE ME FUI,2.966666666666667,Rimas Entertainment LLC,Minor,4,5.0,0.712,0.599,0.112,0.412,2.15e-05,0.103,0.588,-6.342,179.788,1
Beyoncé,VIRGO'S GROOVE,6.145966666666666,Parkwood Entertainment/Columbia,Minor,4,11.0,0.683,0.85,0.0699,0.0781,1.09e-06,0.741,0.598,-5.042,107.988,0
J. Cole,t h e . c l i m b . b a c k,5.077333333333334,"Dreamville, Inc., Under exclusive license to Roc Nation Records",Minor,4,10.0,0.61,0.569,0.345,0.0398,0.0,0.337,0.287,-9.447,81.409,0
Noah Kahan,Forever,4.472566666666666,Mercury Records/Republic Records,Major,4,0.0,0.395,0.254,0.037,0.723,0.0,0.122,0.235,-10.855,94.78,0
Lil Uzi Vert,New Patek,5.7183166666666665,Generation Now/Atlantic,Minor,4,8.0,0.85,0.785,0.345,0.0367,0.0,0.155,0.718,-4.963,145.063,1
Joji,1AM FREESTYLE,1.88445,88rising Music/Warner Records,Minor,4,0.0,0.615,0.541,0.0263,0.748,0.00268,0.12,0.124,-6.307,126.049,0
João Gomes,Aquelas Coisas,2.4512,JG Shows,Major,4,6.0,0.682,0.873,0.0449,0.402,0.0,0.0946,0.964,-4.163,150.006,1
"J. Cole, Cults, Amber Coffman",She Knows (feat. Amber Coffman & Cults),4.942,Roc Nation LLC,Major,4,1.0,0.766,0.74,0.0807,0.0193,0.0784,0.229,0.183,-10.363,118.008,0
JP Cooper,September Song,3.6715166666666668,Universal-Island Records Ltd.,Minor,4,0.0,0.623,0.654,0.0372,0.0545,0.0,0.0838,0.401,-5.675,95.921,0
Big Sean,Moves,2.3817833333333334,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,Major,4,2.0,0.812,0.522,0.257,0.0433,0.0,0.154,0.38,-5.287,75.524,0
21 Savage,Numb,4.5217833333333335,"Slaughter Gang, LLC/Epic Records",Minor,4,5.0,0.839,0.436,0.285,0.0438,2.7e-06,0.131,0.464,-11.344,82.009,0
"Mora, Bad Bunny, Sech",Volando - Remix,4.5579,Rimas Entertainment LLC,Major,4,6.0,0.659,0.688,0.0673,0.207,0.0,0.113,0.632,-4.649,153.979,1
Migos,Emoji A Chain,5.2530833333333335,"Quality Control Music, LLC",Major,4,1.0,0.894,0.324,0.179,0.0399,0.0,0.126,0.407,-8.24,139.972,0
"J. Cole, Bas, 6LACK",l e t . g o . m y . h a n d (with Bas & 6LACK),4.438183333333333,"Dreamville, Inc., Under exclusive license to Roc Nation Records",Major,4,1.0,0.583,0.625,0.277,0.506,0.0,0.196,0.516,-8.011,89.812,0
"KAROL G, Cris Mj, Ryan Castro",UNA NOCHE EN MEDELLÍN - REMIX,3.4190833333333335,Bichota/Interscope Records,Minor,4,10.0,0.846,0.755,0.0738,0.0361,0.0,0.0448,0.883,-2.47,96.002,0
Zach Bryan,Fear and Friday's,2.8571166666666667,Warner Records,Major,4,7.0,0.523,0.636,0.0582,0.0541,2.63e-06,0.0716,0.155,-5.813,128.785,1
"Eminem, Royce Da 5'9"", White Gold","You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",3.9108833333333335,Shady/Aftermath/Interscope Records,Minor,4,4.0,0.68,0.82,0.151,0.0614,0.0,0.597,0.243,-4.197,140.033,1
Michelle Williams,Tightrope,3.906,Atlantic Records,Major,3,9.0,0.351,0.331,0.0382,0.3,9.14e-06,0.0919,0.191,-10.316,161.564,1
ABBA,Dancing Queen,3.84,Polar Music International AB,Major,4,9.0,0.543,0.87,0.0428,0.358,0.000939,0.792,0.754,-6.514,100.804,0
Loren Allred,Never Enough,3.4631166666666666,Atlantic Records,Major,3,8.0,0.277,0.394,0.0336,0.423,0.0,0.0952,0.227,-8.903,86.777,0
Rkomi,INSUPERABILE,2.8743666666666665,Universal Music Italia srL.,Minor,4,4.0,0.667,0.848,0.0851,0.0344,0.0,0.183,0.84,-5.195,122.035,0
"Big Sean, Metro Boomin, 21 Savage",Pull Up N Wreck (& Metro Boomin),3.7951166666666665,Republic/MB/Big Sean,Major,4,10.0,0.507,0.442,0.367,0.0129,0.000148,0.174,0.107,-7.279,173.03,1
"Maroon 5, SZA",What Lovers Do (feat. SZA),3.3308166666666668,Interscope Records*,Minor,4,5.0,0.799,0.597,0.0611,0.0788,5.66e-06,0.1,0.419,-5.131,110.001,0
"Maluma, The Weeknd",Hawái - Remix,3.3413666666666666,Sony Music Latin,Minor,4,6.0,0.766,0.788,0.312,0.105,5.81e-06,0.142,0.609,-3.128,179.984,1
Lil Peep,Sex with My Ex,3.5606666666666666,Columbia,Major,4,6.0,0.497,0.77,0.0757,0.0472,0.0,0.102,0.47,-4.298,167.892,1
Agust D,Daechwita,3.7611333333333334,BIGHIT MUSIC,Major,4,8.0,0.65,0.827,0.0599,0.0229,0.0,0.121,0.223,-4.014,144.995,1
Selena Gomez,De Una Vez,2.599266666666667,Selena Gomez Latin Project,Minor,4,11.0,0.666,0.452,0.265,0.211,0.000992,0.186,0.0398,-7.096,163.694,1
Tate McRae,exes,2.6566666666666667,RCA Records Label,Minor,4,5.0,0.838,0.569,0.0621,0.152,0.000136,0.102,0.551,-6.324,136.965,0
Khalid,Hundred,4.618,"Right Hand Music Group, LLC/RCA Records",Minor,4,6.0,0.772,0.483,0.0564,0.0521,0.000375,0.377,0.479,-10.06,120.005,0
George Michael,Faith - Remastered,3.22,Epic,Major,4,11.0,0.887,0.48,0.117,0.0094,3.58e-05,0.0662,0.607,-11.994,95.846,0
"Zach Bryan, The Lumineers",Spotless (feat. The Lumineers),2.82445,Warner Records,Major,4,0.0,0.604,0.444,0.0698,0.409,0.0,0.0837,0.169,-7.695,72.129,0
Surf Curse,Freaks,2.4506,Surf Curse,Major,4,9.0,0.346,0.944,0.0485,4.16e-05,0.565,0.0546,0.403,-9.874,179.63,1
Drake,Nice For What,3.51245,Cash Money/Drake LP6,Major,4,8.0,0.7,0.909,0.0628,0.0884,0.000114,0.0778,0.757,-6.461,93.469,0
Fujii Kaze,Shinunoga E-Wa,3.0928833333333334,Universal Music LLC,Minor,4,6.0,0.6,0.76,0.0451,0.167,4.07e-05,0.189,0.519,-6.123,158.075,1
"Avicii, Joe Janiak",Bad Reputation (feat. Joe Janiak),3.4236166666666668,Universal Music AB,Major,4,0.0,0.745,0.637,0.0512,0.656,6.5e-06,0.0993,0.446,-5.959,89.995,0
Imagine Dragons,Bones,2.7544166666666667,KIDinaKORNER/Interscope Records,Minor,4,5.0,0.773,0.742,0.046,0.0206,0.0,0.0754,0.571,-3.678,114.071,0
"Zedd, Alessia Cara",Stay,3.506666666666667,UMGRI Interscope,Minor,4,5.0,0.69,0.622,0.063,0.253,0.0,0.113,0.543,-5.025,102.039,0
(G)I-DLE,TOMBOY,2.90645,Cube Entertainment,Minor,4,1.0,0.755,0.87,0.0936,0.00988,0.0,0.0917,0.645,-2.414,124.032,0
"Fuerza Regida, Grupo Frontera",Bebe Dame,4.531033333333333,Rancho Humilde/Street Mob Records,Major,4,7.0,0.529,0.602,0.0458,0.299,0.0,0.0716,0.756,-4.629,157.643,1
"Idina Menzel, Michael Bublé",Baby It's Cold Outside (with Michael Bublé),2.7691166666666667,Warner Records,Major,3,0.0,0.553,0.476,0.0649,0.647,0.0,0.281,0.558,-8.869,113.401,0
"David Guetta, Martin Solveig",Thing for You (with Martin Solveig),3.189983333333333,Parlophone (France),Major,4,2.0,0.774,0.723,0.0496,0.0395,1.82e-05,0.1,0.769,-5.545,121.057,0
Quevedo,WANDA,2.6818166666666667,Quevedo,Minor,4,4.0,0.724,0.631,0.0686,0.249,0.0,0.213,0.957,-4.42,176.076,1
"Lil Uzi Vert, Chief Keef",Bean (Kobe) [feat. Chief Keef],3.9802666666666666,Generation Now/Atlantic,Major,4,0.0,0.733,0.567,0.319,0.0129,0.0,0.382,0.319,-6.718,75.491,0
"Camilo, Shawn Mendes",KESI - Remix,2.9429166666666666,Sony Music Latin,Major,4,4.0,0.871,0.815,0.0477,0.127,6.18e-06,0.094,0.823,-4.439,122.959,0
Hozier,Take Me To Church,4.028133333333333,Universal-Island Records Ltd.,Minor,4,4.0,0.566,0.664,0.0464,0.634,0.0,0.116,0.437,-5.303,128.945,1
Tate McRae,she's all i wanna be,3.4462,RCA Records Label,Minor,4,2.0,0.614,0.644,0.0426,0.0134,7.07e-06,0.117,0.651,-5.372,160.036,1
"Bad Gyal, Tokischa, Young Miko",Chulo pt.2,3.65555,Universal Music Latino/Interscope,Minor,4,5.0,0.852,0.881,0.126,0.0602,6.44e-06,0.0682,0.556,-2.546,96.984,0
"Ozuna, Camilo",Despeinada,3.73645,Aura Music Corp.,Major,4,8.0,0.734,0.775,0.0614,0.186,0.000542,0.123,0.72,-3.855,166.039,1
XXXTENTACION,Moonlight,2.2515,"Bad Vibes Forever, LLC",Minor,4,9.0,0.921,0.537,0.0804,0.556,0.00404,0.102,0.711,-5.723,128.009,0
Miguel,Sure Thing,3.2562166666666665,Jive,Minor,4,11.0,0.684,0.607,0.1,0.0267,0.000307,0.191,0.498,-8.127,81.001,0
"Quavo, Travis Scott",RERUN (feat. Travis Scott),3.949133333333333,Quality Control Music/Motown Records/Capitol Records,Major,4,5.0,0.684,0.791,0.309,0.0939,0.0,0.359,0.529,-4.435,153.992,1
"Carlos Vives, Sebastian Yatra",Robarte un Beso,3.2457,Sony Music Latin,Major,4,10.0,0.742,0.859,0.0482,0.0824,0.0,0.359,0.652,-4.942,95.046,0
"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Ela me Falou Que Quer Rave,3.9201166666666665,Ritmo dos Fluxos Records,Major,4,4.0,0.832,0.641,0.0897,0.271,0.0194,0.487,0.932,-6.048,133.041,0
Ninho,La vie qu'on mène,3.224066666666667,Rec. 118 / Mal Luné Music,Minor,3,7.0,0.8,0.756,0.0367,0.687,2.06e-06,0.111,0.456,-4.4,113.204,0
Alan Walker,Alone,2.6866666666666665,Kreatell Music,Major,4,10.0,0.676,0.929,0.0458,0.186,0.000405,0.121,0.157,-3.194,97.019,0
Darshan Raval,Mahiye Jinna Sohna,3.0208333333333335,Warner Music India,Major,4,1.0,0.567,0.54,0.0406,0.736,3.17e-05,0.164,0.331,-5.754,92.027,0
"G-Eazy, Tory Lanez, Tyga",Still Be Friends (feat. Tory Lanez & Tyga),3.5551333333333335,BPG/RVG/RCA Records,Minor,4,7.0,0.803,0.759,0.0494,0.00509,0.0,0.0921,0.284,-4.692,104.0,0
Taylor Swift,the 1,3.5042,Taylor Swift,Major,4,0.0,0.777,0.357,0.0522,0.757,7.28e-06,0.108,0.172,-6.942,139.883,0
Kali Uchis,Moonlight,3.1287166666666666,Geffen Records,Minor,4,7.0,0.642,0.706,0.052,0.518,0.0,0.25,0.896,-6.872,136.851,1
"Maluma, Trap Capos, Noriel, Bryant Myers, Juhn","Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",4.635116666666667,Sony Music Latin,Minor,4,6.0,0.772,0.547,0.0541,0.0983,4.35e-06,0.107,0.0957,-6.373,130.099,0
Juice WRLD,Bad Energy,3.1124833333333335,Grade A Productions/Interscope Records,Major,4,7.0,0.654,0.452,0.0439,0.17,0.0,0.114,0.532,-6.36,138.034,1
Montell Fish,Hotel,3.288883333333333,"Lord’s Child, LLC",Minor,4,0.0,0.228,0.427,0.0363,0.752,0.0167,0.592,0.192,-8.739,180.345,1
Post Malone,Internet,2.05645,Republic Records,Major,4,0.0,0.469,0.489,0.0314,0.841,0.0,0.103,0.201,-6.071,74.013,0
Bosh,Djomb - Bien ou quoi,2.3648833333333332,Arista France,Major,4,1.0,0.945,0.676,0.207,0.172,0.00036,0.322,0.631,-6.6,123.109,0
SiM,The Rumbling (TV Size),1.5044333333333333,PONY CANYON INC.,Major,4,8.0,0.408,0.875,0.0546,1.68e-05,0.000101,0.264,0.646,-1.536,144.975,1
Bruno Mars,That's What I Like,3.4448833333333333,Atlantic Records,Major,4,1.0,0.853,0.56,0.0406,0.013,0.0,0.0944,0.86,-4.961,134.066,0
Bo Burnham,Bezos I,0.96915,Bo Burnham,Major,4,2.0,0.694,0.948,0.0361,0.00936,1.62e-05,0.139,0.705,-5.307,115.044,0
"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",China,5.028566666666666,"2020 Real Hasta La Muerte, LLC",Major,4,7.0,0.786,0.808,0.0881,0.0846,0.000289,0.0822,0.608,-3.702,105.029,0
"DJ Snake, Selena Gomez, Ozuna, Cardi B","Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",3.5416666666666665,DJ Snake Music Productions Limited,Minor,4,8.0,0.842,0.801,0.228,0.157,4.82e-06,0.0642,0.617,-4.167,95.881,0
"Major Lazer, Nyla, Fuse ODG",Light It Up (feat. Nyla & Fuse ODG) [Remix],2.7689666666666666,Third Pardee Records,Minor,4,9.0,0.746,0.877,0.0666,0.0375,0.000833,0.233,0.751,-3.782,107.985,0
Milky Chance,Cocoon,4.252666666666666,Vertigo Berlin,Major,4,10.0,0.743,0.659,0.0343,0.0998,0.00028,0.0622,0.804,-6.755,114.033,0
BLACKPINK,Typa Girl,2.9862166666666665,YG Entertainment/Interscope Records,Major,4,7.0,0.915,0.621,0.1,0.0745,0.0,0.628,0.527,-6.519,131.984,0
"Lil Yachty, DaBaby, Drake",Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),3.4272666666666667,Quality Control Music/Motown Records,Major,4,5.0,0.83,0.625,0.0573,0.226,0.0,0.302,0.884,-3.678,138.046,0
Prince Royce,El Clavo,2.87915,Sony Music Latin,Minor,4,11.0,0.827,0.78,0.133,0.0435,0.0,0.133,0.658,-3.315,80.015,0
"Kygo, Ava Max",Whatever,2.971216666666667,Kygo/RCA Records,Major,4,3.0,0.576,0.776,0.066,0.114,0.0,0.333,0.596,-5.678,107.943,0
"6ix9ine, Anuel AA",MALA (feat. Anuel AA),3.4425,"ScumGang Records / TenThousand Projects, LLC",Minor,4,5.0,0.719,0.825,0.0424,0.689,0.0,0.103,0.789,-3.627,100.006,0
BTS,Permission to Dance,3.1264166666666666,BIGHIT MUSIC,Major,4,9.0,0.702,0.741,0.0427,0.00544,0.0,0.337,0.646,-5.33,124.925,0
Don Toliver,Cardigan,2.64515,We Run It Ent./Cactus Jack/Atlantic,Minor,4,4.0,0.747,0.497,0.0401,0.248,0.0,0.138,0.0663,-6.542,142.046,1
Ariana Grande,the boy is mine,2.894,Republic Records,Minor,4,7.0,0.796,0.623,0.0522,0.149,0.0,0.0746,0.443,-5.819,98.003,0
Jack Harlow,Dua Lipa,2.2508833333333333,Generation Now/Atlantic,Major,4,11.0,0.833,0.652,0.0762,0.00161,0.0985,0.106,0.405,-6.942,158.022,1
Bad Bunny,MALDITA POBREZA,3.56015,Rimas Entertainment LLC,Minor,4,4.0,0.762,0.861,0.0652,0.139,1.08e-06,0.0956,0.588,-4.075,133.037,1
"Ryan Gosling, Emma Stone","City Of Stars - From ""La La Land"" Soundtrack",2.4953333333333334,UMGRI Interscope,Minor,4,2.0,0.483,0.121,0.0349,0.91,0.0,0.0885,0.419,-15.133,106.032,0
"Logic, Eminem",Homicide,4.090216666666667,Def Jam Recordings,Minor,4,10.0,0.722,0.764,0.398,0.145,0.0,0.171,0.796,-5.656,139.831,1
"Ozuna, J Balvin",Quiero Repetir,3.3497833333333333,VP Records Corp/Dimelo Vi,Minor,4,0.0,0.608,0.753,0.368,0.103,0.0,0.0996,0.482,-4.748,97.626,0
"Shablo, Geolier, Sfera Ebbasta",M' Manc (con Geolier & Sfera Ebbasta),3.0,Universal Music Italia srL.,Minor,4,6.0,0.703,0.704,0.0641,0.048,0.0,0.41,0.725,-6.117,139.933,1
Olivia Rodrigo,"jealousy, jealousy",2.886,Olivia Rodrigo PS,Minor,4,10.0,0.695,0.575,0.116,0.198,0.0,0.0614,0.699,-6.334,163.929,1
"Anne-Marie, Little Mix",Kiss My (Uh Oh),2.9466666666666668,Atlantic Records/Asylum,Minor,4,5.0,0.638,0.878,0.0484,0.0151,0.000223,0.308,0.481,-3.639,103.948,0
"Metro Boomin, Swae Lee, Wizkid",Borrowed Love (feat. Swae Lee & WizKid),3.8373333333333335,Republic Records,Minor,5,11.0,0.52,0.594,0.462,0.44,0.0,0.185,0.393,-8.81,129.216,1
Post Malone,Sugar Wraith,3.80245,Republic Records,Minor,4,5.0,0.606,0.775,0.0671,0.262,0.0,0.1,0.307,-4.269,164.02,1
